STT,"Ý định (Tên intent bắt buộc chỉ chứa các chữ cái thường, số và gạch chân)",DESCRIPTION,Mô tả
16,hoi_tham,bạn có khỏe không,
17,hoi_tham,bạn có ổn không,
18,hoi_tham,ổn chứ,
19,hoi_tham,có phát triển thêm được gì không em?,
20,hoi_tham,cuộc sống dạo này thế nào?,
21,hoi_tham,Thời tiết hôm nay như thế nào,
22,hoi_tham,dự báo thời tiết hôm nay,
23,hoi_tham,thời tiết hôm nay,
24,hoi_tham,hôm nay thời tiết đẹp không,
25,hoi_tham,hôm nay mưa không nhỉ,
26,hoi_tham,nhiệt độ hôm nay bao nhiêu,
27,hoi_tham,nóng nhỉ nhiệt độ như thế nào,
28,hoi_tham,thời tiết hà nội bao độ,
29,hoi_tham,nay thứ mấy rồi,
30,hoi_tham,mai là ngày nào,
31,hoi_tham,dự báo thời tiết ngày mai,
32,hoi_tham,bây giờ là mấy giờ,
33,hoi_tham,em ăn cơm chưa ?,
34,hoi_tham,Em ăn cơm chưa,
35,hoi_tham,thời tiết hôm nay lạnh quá,
36,hoi_tham,có lạnh không,
37,hoi_tham,hôm nay bạn thế nào?,
38,hoi_tham,hôm nay thời tiết thế nào,
39,hoi_tham,khỏe không,
40,hoi_tham,Mày khỏe không,
41,hoi_tham,Mày thế nào,
42,hoi_tham,Trời hôm nay u ám quá,
43,hoi_tham,"Xin chào, bạn có khỏe không?",
44,hoi_tham,Mưa quá à,
45,hoi_tham,Bot có vui không?,
46,hoi_tham,cho hỏi hôm nay là ngày bao nhiêu vậy?,
47,hoi_tham,Khỏe không?,
48,hoi_tham,Thời tiết hôm nay thế nào?,
49,hoi_tham,Hôm nay trời có mưa không?,
50,hoi_tham,Hôm nay có mát không?,
51,hoi_tham,Hôm nay nắng quá,
52,hoi_tham,Hôm nay mưa quá,
53,hoi_tham,mây mù âm mu,
54,hoi_tham,trời nắng,
55,hoi_tham,trời nắng ráo,
56,hoi_tham,ổn không bạn ơi,
57,hoi_tham,nhiệt độ Hồ Chí Minh,
58,hoi_tham,thời tiết,
59,hoi_tham,Thời tiết hôm nay thế nào,
60,hoi_tham,Hôm nay trời có nắng không,
61,hoi_tham,nhiệt độ,
62,hoi_tham,hôm nay là thứ mấy,
63,hoi_tham,hôm nay là ngày mấy,
64,hoi_tham,mấy giờ rồi,
65,hoi_tham,ngày hôm nay là ngày gì,
66,hoi_tham,hôm nay là ngày gì,
67,hoi_tham,Tôi muốn xem thông tin thời tiết,
68,hoi_tham,Tôi muốn xem thời tiết,
69,hoi_tham,Cho hỏi mấy giờ rồi anh tắt gì anh taxi ơi,
70,hoi_tham,giờ hiện tại,
71,hoi_tham,Nhiệt độ Lâm Đồng là bao nhiêu,
72,hoi_tham,Cho hỏi mấy giờ rồi,
73,hoi_tham,thời gian,
74,hoi_tham,Hiện tại là mấy giờ,
75,hoi_tham,Hôm nay thứ mấy ?,
76,hoi_tham,Hôm nay thứ mấy?,
77,hoi_tham,Thời hôm nay thế nào?,
78,hoi_tham,thời tiết hà nội hôm nay,
79,hoi_tham,em có buồn không,
80,hoi_tham,có biết buồn không,
81,hoi_tham,em đang vui hay buồn,
82,hoi_tham,thứ 2 tuần sau là ngày bao nhiêu,
83,hoi_tham,thứ ba tuần sau là ngày ?,
84,hoi_tham,ngày kia là ngày bao nhiêu,
85,hoi_tham,thứ 4 là ngày mấy,
86,hoi_tham,thứ 5 là ngày bao nhiêu,
87,hoi_tham,chủ nhật là ngày nào,
88,hoi_tham,hôm nay em có bận không,
89,hoi_tham,ngày mai em có rảnh không,
90,hoi_tham,cuối tuần em rảnh lúc nào,
91,hoi_tham,làm việc ở acb thế nào,
92,hoi_tham,tình trạng mối quan hệ của bot như thế nào,
93,hoi_tham,xem ngày giờ là như nào,
94,hoi_tham,"thế à, hôm nay là ngày mấy",
95,hoi_tham,thế bây giờ là mấy giờ rồi,
96,hoi_tham,em biết xem ngày giờ à,
97,hoi_tham,ngày mai ấy,
98,hoi_tham,thời tiết Đà nẵng,
99,hoi_tham,thời tiết hà nội,
100,hoi_tham,thời tiết hcm,
16,tktt_khieunai_thuongia,Sao đang mở tài khoản trực tuyến mà lại thấy tài khoản thương gia nhỉ?,
17,tktt_khieunai_thuongia,Tại sao lại thấy tài khoản thương gia khi tôi đang mở tài khoản trực tuyến?,
18,tktt_khieunai_thuongia,sao lại xuất hiện tài khoản thương gia trên máy tôi,
19,tktt_khieunai_thuongia,tôi đăng ký xong thì xuất hiện thương gia,
20,tktt_khieunai_thuongia,thương gia,
21,tktt_khieunai_thuongia,tôi mở tài khoản trực tuyến mà lại thấy tài khoản thương gia,
22,tktt_khieunai_thuongia,mở tài khoản trực tuyến mà ra tài khoản thương gia là sao nhỉ,
23,tktt_khieunai_thuongia,thấy hiện tài khoản thương gia là bị lỗi gì vậy,
24,tktt_khieunai_thuongia,sao lại thấy tài khoản thương gia sau khi mở tài khoản trực tuyến nhỉ,
25,tktt_khieunai_thuongia,không đăng ký tài khoản thương gia mà lại thấy có,
26,tktt_khieunai_thuongia,Sao đang mở tktt mà lại thấy tài khoản thương gia nhỉ?,
17,tktt_khieunai_mail,Tôi mở tài khoản trực tuyến nhưng chưa nhận được email gửi về,
18,tktt_khieunai_mail,Tôi kiểm tra email mà vẫn chưa nhận được,
19,tktt_khieunai_mail,Sao lâu quá mà tôi vẫn chưa nhận được mail?,
20,tktt_khieunai_mail,tôi kiểm tra mail mãi mà không nhận được mail,
21,tktt_khieunai_mail,tôi đăng ký xong chẳng thấy mail trả về,
22,tktt_khieunai_mail,tôi mở tài khoản xong chẳng thấy mail trả về,
23,tktt_khieunai_mail,mail trả về lâu thế,
24,tktt_khieunai_mail,chẳng nhận được mail nào cả,
25,tktt_khieunai_mail,sao tôi không thấy email gì nhỉ,
26,tktt_khieunai_mail,sao tôi không thấy có email gì gửi về nhỉ,
27,tktt_khieunai_mail,hai ngày rồi tôi không nhận được mail tạo tài khoản,
18,tktt_khieunai_internetbanking,Không sử dụng được internet banking khi mở tài khoản trực tuyến,
19,tktt_khieunai_internetbanking,không sử dụng được internet banking,
20,tktt_khieunai_internetbanking,không sử dụng được internetbanking,
21,tktt_khieunai_internetbanking,không thể đăng nhập vào internet banking,
22,tktt_khieunai_internetbanking,internetbanking bị lỗi,
23,tktt_khieunai_internetbanking,internetbanking bị lỗi gì thế,
24,tktt_khieunai_internetbanking,sao không thể dùng internetbanking được nhỉ,
25,tktt_khieunai_internetbanking,tôi bị lỗi khi sử dụng internetbaking,
26,tktt_khieunai_internetbanking,bị lỗi khi dùng tài khoản trực tuyến,
27,tktt_khieunai_internetbanking,dùng tài khoản trực tuyến bị lỗi,
28,tktt_khieunai_internetbanking,Không sử dụng dịch vụ trên IB,
29,tktt_khieunai_internetbanking,Không sử dụng được internet banking khi mở tktt,
19,tktt_cachsudung,Cách sử dụng tài khoản trực tuyến,
20,tktt_cachsudung,sử dụng,
21,tktt_cachsudung,sử dụng tài khoản trực tuyến như thế nào,
22,tktt_cachsudung,tôi muốn biết thông tin về sử dụng tài khoản trực tuyến,
23,tktt_cachsudung,cách dùng tài khoản trực tuyến,
24,tktt_cachsudung,dùng như nào,
25,tktt_cachsudung,dùng tài khoản trực tuyến có dễ không,
26,tktt_cachsudung,cách sử dụng thế nào,
27,tktt_cachsudung,bắt đầu sử dụng tài khoản trực tuyến như nào,
28,tktt_cachsudung,sau khi đăng ký xong thì làm gì để bắt đầu sử dụng tài khoản,
29,tktt_cachsudung,cho tôi biết cách sử dụng tài khoản trực tuyến,
30,tktt_cachsudung,Tôi đã mở tài khoản trực tuyến thành công giờ tôi cần làm gì tiếp theo,
31,tktt_cachsudung,tôi cần làm gì tiếp theo,
32,tktt_cachsudung,mở tài khoản xong thì làm gì nhỉ,
33,tktt_cachsudung,cách sử dụng tktt,
34,tktt_cachsudung,tktt sử dụng thế nào,
20,tktt_khieunai_laythe,Mình đăng ký tài khoản thành công rồi thì khi nào có thẻ?,
21,tktt_khieunai_laythe,Mình đăng ký tài khoản thành công và sử dụng được trên ACB ONE rồi thì khi nào có thẻ?,
22,tktt_khieunai_laythe,Thẻ giao về nhà hay phải đến ngân hàng để lấy?,
23,tktt_khieunai_laythe,khi nào có thẻ,
24,tktt_khieunai_laythe,khi nào giao được thẻ cho tôi,
25,tktt_khieunai_laythe,thẻ khi nào đến nhà,
26,tktt_khieunai_laythe,làm sao để nhận được thẻ,
27,tktt_khieunai_laythe,tôi có thể nhận thẻ bằng hình thức nào,
28,tktt_khieunai_laythe,tôi không nhận được thẻ khi dùng tài khoản trực tuyến,
29,tktt_khieunai_laythe,Đăng kí tài khoản thành công thì bao giờ được cấp thẻ,
30,tktt_khieunai_laythe,đăng ký ngân hàng trực tuyến thì có thẻ cứng không bạn,
31,tktt_khieunai_laythe,sao tôi không thấy ai gửi thẻ cứng về sau khi đăng ký ngân hàng trực tuyến nhỉ,
32,tktt_khieunai_laythe,tôi đăng ký xong rồi bao lâu thì có thẻ nhỉ,
33,tktt_khieunai_laythe,sau bao lâu thì có thẻ thế bot ơi,
34,tktt_khieunai_laythe,Nhận thẻ khi mở TKTT,
35,tktt_khieunai_laythe,Có hỗ trợ phát hành thẻ khi đăng kí tài khoản online không,
36,tktt_khieunai_laythe,Tôi muốn hủy thẻ,
21,cauhoi_thuongap,Sao tôi lại thấy Message này?,
22,cauhoi_thuongap,Thông báo này là gì vậy?,
23,cauhoi_thuongap,Tôi mở tài khoản trực tuyến và gặp thông báo này?,
24,cauhoi_thuongap,"tôi thấy hiển thị thông báo này ở trên màn hình, nó nghĩa là gì vậy",
25,cauhoi_thuongap,tôi muốn tra cứu thông báo lỗi khi đăng ký tài khoản trực tuyến,
26,cauhoi_thuongap,mã lỗi này,
27,cauhoi_thuongap,sao tôi thấy mã lỗi này,
28,cauhoi_thuongap,Sao tôi lại thấy Quý khách đã là khách hàng ACB hoặc không thuộc đối tượng mở tài khoản trực tuyến này?,
29,cauhoi_thuongap,"Hiện tại ACB chưa thể xử lý yêu cầu của Quý khách, xin lỗi sự bất tiện này!",
30,cauhoi_thuongap,Ảnh chưa hợp lệ,
31,cauhoi_thuongap,Kiểm tra email trong vòng 24h,
32,cauhoi_thuongap,Thiết bị hoặc trình duyệt của Quý khách chưa tương thích để thực hiện định danh điện tử,
33,cauhoi_thuongap,Thông tin giấy tờ tuy thân của chủ tài khoản đã tồn tại trên hệ thống,
34,cauhoi_thuongap,Quý khách đã là khách hàng ACB hoặc không thuộc đối tượng mở tài khoản trực tuyến,
35,cauhoi_thuongap,Yêu cầu quý khách chưa được xác nhận,
36,cauhoi_thuongap,tôi có một số thắc mắc cần được giải đáp,
37,cauhoi_thuongap,có câu hỏi thường gặp nào không,
38,cauhoi_thuongap,câu hỏi thường gặp,
39,cauhoi_thuongap,sao lại có thông báo này nhỉ,
40,cauhoi_thuongap,tôi làm định danh điện tử mấy lần mà chưa được thì phải làm sao,
41,cauhoi_thuongap,xuất hiện lỗi acb chưa thể xử lý yêu cầu là sao,
42,cauhoi_thuongap,faq,
43,cauhoi_thuongap,tông báo lỗi,
44,cauhoi_thuongap,thông báo,
45,cauhoi_thuongap,mã lỗi,
46,cauhoi_thuongap,xuất hiện thông báo lỗi,
22,tktt_eky_chuphinh_capquyen_camera,Hướng dẫn tôi cách cấp quyền Camera khi mở tài khoản trực tuyến?,
23,tktt_eky_chuphinh_capquyen_camera,Sao tôi không thấy hộp thoại yêu cầu cấp quyền Camera?,
24,tktt_eky_chuphinh_capquyen_camera,Máy của tôi không cấp quyền Camera được?,
25,tktt_eky_chuphinh_capquyen_camera,cấp quyền camera như thế nào,
26,tktt_eky_chuphinh_capquyen_camera,hướng dẫn tôi cách cấp quyền camera,
27,tktt_eky_chuphinh_capquyen_camera,có hướng dẫn tôi cấp quyền camera,
28,tktt_eky_chuphinh_capquyen_camera,không dùng được camera khi chụp hình,
29,tktt_eky_chuphinh_capquyen_camera,không access được camera khi chụp ảnh giấy tờ,
30,tktt_eky_chuphinh_capquyen_camera,bị lỗi access camera khi chụp hình,
31,tktt_eky_chuphinh_capquyen_camera,điện thoại không cho phép dùng camera khi chụp ảnh chân dung,
32,tktt_eky_chuphinh_capquyen_camera,không trup cập được camera khi chụp hình,
33,tktt_eky_chuphinh_capquyen_camera,tôi không mở được camera khi chụp ảnh,
34,tktt_eky_chuphinh_capquyen_camera,camera không hoạt động khi chụp ảnh,
35,tktt_eky_chuphinh_capquyen_camera,camera không hoạt động khi chụp hình giấy tờ,
36,tktt_eky_chuphinh_capquyen_camera,máy ảnh trên điện thoại không hoạt động khi chụp hình,
37,tktt_eky_chuphinh_capquyen_camera,máy ảnh bị lỗi khi chụp giấy tờ,
38,tktt_eky_chuphinh_capquyen_camera,không mở được máy ảnh để chụp,
39,tktt_eky_chuphinh_capquyen_camera,điện thoại thông báo máy ảnh không truy cập được,
40,tktt_eky_chuphinh_capquyen_camera,cấp quyền cho máy ảnh khi chụp hình,
23,tktt_eky_chuphinh,Tôi chưa biết cách chụp hình làm sao cho chuẩn khi thực hiện định danh điện tử?,
24,tktt_eky_chuphinh,Hướng dẫn tôi cách chụp hình khi thực hiện định danh điện tử?,
25,tktt_eky_chuphinh,Chụp hình giấy tờ như thế nào cho chuẩn?,
26,tktt_eky_chuphinh,Tôi cần lưu ý gì khi chụp hình giấy tờ?,
27,tktt_eky_chuphinh,Chụp hình chân dung như thế nào cho chuẩn?,
28,tktt_eky_chuphinh,Tôi cần lưu ý gì khi chụp hình chân dung?,
29,tktt_eky_chuphinh,chụp hình chân dung như thế nào,
30,tktt_eky_chuphinh,chụp hình giấy tờ như nào cho đúng,
31,tktt_eky_chuphinh,chụp hình như nào,
32,tktt_eky_chuphinh,cách chụp hình,
33,tktt_eky_chuphinh,Tiêu chuẩn chụp hình,
34,tktt_eky_chuphinh,chụp hình kiểu gì,
35,tktt_eky_chuphinh,chụp hình,
36,tktt_eky_chuphinh,chụp giấy tờ,
37,tktt_eky_chuphinh,hướng dẫn chụp giấy tờ khi làm định danh điện tử,
38,tktt_eky_chuphinh,hướng dẫn chụp căn cước công dân khi làm định danh điện tử,
39,tktt_eky_chuphinh,hướng dẫn chụp chứng minh thư khi làm định danh điện tử,
40,tktt_eky_chuphinh,chụp chân dung khi làm định danh điện tử,
41,tktt_eky_chuphinh,chụp chứng minh thư sao cho đúng,
42,tktt_eky_chuphinh,chụp sao cho đúng,
43,tktt_eky_chuphinh,tiêu chuẩn chụp hình là gì,
24,tktt_ekyc,Định danh điện tử?,
25,tktt_ekyc,eKYC?,
26,tktt_ekyc,Định danh điện tử là gì?,
27,tktt_ekyc,Tôi cần tìm hiểu về định danh điện tử?,
28,tktt_ekyc,eKYC là gì?,
29,tktt_ekyc,Giới thiệu cho tôi về eKYC?,
30,tktt_ekyc,Nói sơ cho tôi về hệ thống định danh điện tử?,
31,tktt_ekyc,Hướng dẫn tôi thực hiện eKYC?,
32,tktt_ekyc,Hướng dẫn tôi thực hiện định danh điện tử?,
33,tktt_ekyc,Làm thế nào để thực hiện định danh điện tử?,
34,tktt_ekyc,Định danh điện tử như thế nào?,
35,tktt_ekyc,định nghĩa ekyc là gì,
36,tktt_ekyc,thông tin ekyc nghĩa là gì thế bạn,
37,tktt_ekyc,thế nào là định danh điện tử,
38,tktt_ekyc,thế nào là ekyc,
39,tktt_ekyc,định danh điện tử là gì,
40,tktt_ekyc,thế nào là định danh điện tử nhỉ,
41,tktt_ekyc,định danh điện tử bằng Căn cước công dân gắn chip,
42,tktt_ekyc,định danh điện tử bằng Căn cước công dân thẻ từ,
43,tktt_ekyc,Định danh điện tử bằng Giấy chứng minh nhân dân,
44,tktt_ekyc,mà ekyc là cái gì vậy,
45,tktt_ekyc,Xác thực thông tin điện tử là sao,
46,tktt_ekyc,Thực hiện eKYC như thế nào,
47,tktt_ekyc,Cân làm dì để định danh điện tử,
25,tktt_motaikhoan,Mở tài khoản trực tuyến?,
26,tktt_motaikhoan,Mở tài khoản không tới quầy?,
27,tktt_motaikhoan,Cách mở tài khoản trực tuyến,
28,tktt_motaikhoan,Mở tài khoản trực tuyến làm sao?,
29,tktt_motaikhoan,Làm sao để mở tài khoản trực tuyến?,
30,tktt_motaikhoan,Mở tài khoản trực tuyến như thế nào?,
31,tktt_motaikhoan,Cần gì để mở tài khoản trực tuyến?,
32,tktt_motaikhoan,Có yêu cầu gì khi mở tài khoản trực tuyến?,
33,tktt_motaikhoan,mở tài khoản như thế nào,
34,tktt_motaikhoan,làm sao để mở tài khoản trực tuyến,
35,tktt_motaikhoan,mở tài khoản trực tuyến như thế nào,
36,tktt_motaikhoan,Cho tôi xin đường dẫn đăng kí tài khoản trực tuyến,
37,tktt_motaikhoan,tôi có thể đăng ký tài khoản ở đâu,
38,tktt_motaikhoan,tôi có thể đăng ký tài khoản trực tuyến ở đâu,
39,tktt_motaikhoan,Mình đã có tài khoản acb rồi thì có đăng kí thêm tài khoản nữa được không,
40,tktt_motaikhoan,tạo tài khoản thế nào,
41,tktt_motaikhoan,tạo tài khoản online thế nào,
42,tktt_motaikhoan,đăng ký tài khoản,
43,tktt_motaikhoan,đăng ký tài khoản thế nào,
44,tktt_motaikhoan,đăng ký tài khoản trực tuyến,
45,tktt_motaikhoan,đăng ký,
46,tktt_motaikhoan,mở tài khoản,
47,tktt_motaikhoan,mở,
48,tktt_motaikhoan,tôi có thể đăng ký tài khoản trực tuyến trên web không,
49,tktt_motaikhoan,mở tài khoản trực tuyến trên web thế nào,
50,tktt_motaikhoan,mở tài khoản bằng trên chrome thế nào,
51,tktt_motaikhoan,mở tài khoản bằng,
52,tktt_motaikhoan,Mở tài khoản trực tuyến ra sao?,
53,tktt_motaikhoan,Tôi cần mở tài khoản trực tuyến,
54,tktt_motaikhoan,tôi cần mở,
55,tktt_motaikhoan,open tài khoản,
56,tktt_motaikhoan,tạo,
57,tktt_motaikhoan,tạo tài khoản,
58,tktt_motaikhoan,Phải làm gì để mở được tài khoản trực tuyến?,
59,tktt_motaikhoan,Mở tài khoản trực tuyến ra sao,
60,tktt_motaikhoan,Phải làm gì để mở được tài khoản trực tuyến,
61,tktt_motaikhoan,tktt mở ntn,
62,tktt_motaikhoan,mở tktt như thế nào,
26,tktt_dichvudikem,Tài khoản trực tuyến có dịch vụ gì đi kèm?,
27,tktt_dichvudikem,Dịch vụ đi kèm với tài khoản trực tuyến?,
28,tktt_dichvudikem,dịch vụ đi kèm,
29,tktt_dichvudikem,dịch vụ đính kèm,
30,tktt_dichvudikem,chương trình đi kèm,
31,tktt_dichvudikem,chương trình đi kèm với tài khoản trực tuyến là gì,
32,tktt_dichvudikem,có dịch vụ đi kèm nào không,
33,tktt_dichvudikem,cho hỏi dịch vụ đi kèm với tài khoản trực tuyến là gì,
34,tktt_dichvudikem,dịch vụ bắt buộc với tài khoản trực tuyến là gì,
35,tktt_dichvudikem,dịch vụ đi cùng,
36,tktt_dichvudikem,dịch vụ song song là gì,
37,tktt_dichvudikem,có dịch vụ đi cùng nữa không,
38,tktt_dichvudikem,tôi liên kết ngân hàng với ví điện tử được không?,
39,tktt_dichvudikem,liên kết ngân hàng với ví điện tử thế nào,
40,tktt_dichvudikem,có dùng tài khoản trực tuyến với momo được không,
41,tktt_dichvudikem,có dùng tài khoản trực tuyến với shopee được không,
42,tktt_dichvudikem,có dùng tài khoản trực tuyến với epay được không,
27,tktt_khuyenmai,Khuyến mãi của tài khoản trực tuyến?,
28,tktt_khuyenmai,Tài khoản trực tuyến có khuyến mãi gì không?,
29,tktt_khuyenmai,có chương trình khuyến mãi nào,
30,tktt_khuyenmai,tôi đăng ký tài khoản thì được khuyến mãi gì không,
31,tktt_khuyenmai,có khuyến mãi gì không,
32,tktt_khuyenmai,có sự ưu đãi gì,
33,tktt_khuyenmai,ưu đãi,
34,tktt_khuyenmai,có ưu đãi gì không,
35,tktt_khuyenmai,cho tôi biết về chương trình khuyến mãi tháng này,
36,tktt_khuyenmai,bên bạn có khuyến mãi trong tháng này không,
37,tktt_khuyenmai,"""tôi thấy mở thẻ các ngân hàng khác được quà, ở đây có được nhận quà không nhỉ?",
38,tktt_khuyenmai,mở thẻ được quà gì không,
39,tktt_khuyenmai,quà tặng gì,
40,tktt_khuyenmai,có khuyến mãi gì,
41,tktt_khuyenmai,Ưu đãi khi mở TKTT là gì,
42,tktt_khuyenmai,tktt có khuyến mãi gì,
28,tktt_noibat,Đặc điểm của tài khoản trực tuyến là gì?,
29,tktt_noibat,Tài khoản trực tuyến có gì hay?,
30,tktt_noibat,Tài khoản trực tuyến có tính năng gì nổi bật?,
31,tktt_noibat,Tài khoản trực tuyến có loại giao dịch gì?,
32,tktt_noibat,đặc điểm nổi bật là gì,
33,tktt_noibat,có những loại giao dịch gì,
34,tktt_noibat,tính năng nổi bật của tài khoản trực tuyến là gì,
35,tktt_noibat,nổi bật,
36,tktt_noibat,ưu việt,
37,tktt_noibat,đáng chú ý,
38,tktt_noibat,đáng quan tâm,
39,tktt_noibat,lợi thế,
40,tktt_noibat,có những điểm lợi thế gì,
41,tktt_noibat,có những điểm đáng chú ý gì,
42,tktt_noibat,có đặc điểm gì đáng chú ý,
43,tktt_noibat,tài khoản trực tuyến có tác dụng gì,
44,tktt_noibat,tài khoản trực tuyến có lợi ích gì,
45,tktt_noibat,tác dụng,
46,tktt_noibat,lợi ích,
47,tktt_noibat,Giao dịch nào có thể thực hiện với tài khoản trực tuyến,
48,tktt_noibat,loại giao dịch,
49,tktt_noibat,tài khoản trực tuyến có thể thực hiện các giao dịch gì nhỉ,
50,tktt_noibat,tài khoản trực tuyến có thể dùng vào mục đích gì,
51,tktt_noibat,tài khoản trực tuyến có thể dùng làm gì,
52,tktt_noibat,dùng tài khoản trực tuyến để làm gì nhỉ,
53,tktt_noibat,tài khoản trực tuyến có thể dùng vào việc gì,
54,tktt_noibat,tại sao tôi nên dùng tài khoản trực tuyến,
55,tktt_noibat,tài khoản trực tuyến khác tài khoản thường ở điểm nào,
56,tktt_noibat,tôi có thể thanh toán hóa đơn với tài khoản trực tuyến không,
57,tktt_noibat,tôi có thể gửi tiền với tài khoản trực tuyến không,
58,tktt_noibat,chuyển khoản dùng tài khoản trực tuyến được không,
59,tktt_noibat,tài khoản trực tuyến thì có gì hay ho nhỉ,
60,tktt_noibat,em có thể nói cho anh biết tài khoản trực tuyến so với tài khoản thường thì hơn gì không,
61,tktt_noibat,"mình chưa thấy tài khoản trực tuyến có gì khác, nói cho mình xem nào",
62,tktt_noibat,tài khoản trực tuyến có thể dùng để mua sắm online không,
63,tktt_noibat,tài khoản trực tuyến có yêu cầu số dư tối thiểu là bao nhiêu không,
64,tktt_noibat,số dư tối thiểu là bao nhiêu nhỉ,
65,tktt_noibat,tài khoản trực tuyến có mất phí quản lý không,
66,tktt_noibat,phí quản lý tài khoản là bao nhiêu,
67,tktt_noibat,phí chuyển tiền là bao nhiêu,
68,tktt_noibat,có mất phí chuyển tiền với tài khoản trực tuyến không,
69,tktt_noibat,mất phí không,
70,tktt_noibat,miễn phí không,
71,tktt_noibat,tôi có phải mất phí duy trì tài khoản khi tạo tài khoản không?,
72,tktt_noibat,Mở tài khoản trực tuyến có phải duy trì tài khoản tối thiếu không?,
73,tktt_noibat,Thời gian mở tài khoản trực tuyến mất bao lâu,
74,tktt_noibat,đặc điểm nổi bật,
75,tktt_noibat,điểm gì nổi bật,
76,tktt_noibat,đặc điểm,
77,tktt_noibat,đặc điểm nổi bật của tài khoản trực tuyến,
78,tktt_noibat,tktt có đặc điểm gì nổi bật,
79,tktt_noibat,điểm nổi bật của tktt,
80,tktt_noibat,phí chuyển tiền,
81,tktt_noibat,phí,
29,tktt_hanmuc,Hạn mức của tài khoản trực tuyến là bao nhiêu?,
30,tktt_hanmuc,mở thẻ thì tôi được chuyển khoản bao nhiêu,
31,tktt_hanmuc,trong một ngày tôi được chuyển tối đa bao nhiêu,
32,tktt_hanmuc,hạn mức giao dịch,
33,tktt_hanmuc,hạn mức giao dịch là bao nhiêu,
34,tktt_hanmuc,mức tối đa được chuyển trong ngày là bao nhiêu,
35,tktt_hanmuc,mức tối thiểu được chuyển khoản là bao nhiêu,
36,tktt_hanmuc,Tổng hạn mức giao dịch Thanh toán hóa đơn trong ngày là như thế nào,
37,tktt_hanmuc,Chuyển khoản trong ngân hàng tối đa được bao nhiêu,
38,tktt_hanmuc,Chuyển khoản ngoài hệ thống được bao nhiêu,
39,tktt_hanmuc,Có giới hạn chuyển khoản không,
40,tktt_hanmuc,Gửi tiền có kỳ hạn cho chính chủ Tài khoản,
41,tktt_hanmuc,có giới hạn không,
42,tktt_hanmuc,Giới hạn Nộp tiền mặt,
43,tktt_hanmuc,tối thiểu tôi được chuyển khoản là bao nhiêu,
44,tktt_hanmuc,tôi đa được chuyển khoản,
45,tktt_hanmuc,hạn mức tài khoản trực tuyến,
46,tktt_hanmuc,số tiền tối đa tôi có thể chuyển khoản là bao nhiêu,
47,tktt_hanmuc,bao nhiêu,
48,tktt_hanmuc,TKTT được chuyển bao nhiêu tiền một lần?,
49,tktt_hanmuc,Số tiền giao dịch tối thiếu của TKTT là bao nhiêu?,
50,tktt_hanmuc,TKTT được chuyển bao nhiêu tiền một lần,
30,tktt_doi_tuong_use,Mình có thuộc đối tượng mở tài khoản trực tuyến không?,
31,tktt_doi_tuong_use,Tài khoản trực tuyến dành cho ai?,
32,tktt_doi_tuong_use,Ai là người có thể mở tài khoản trực tuyến?,
33,tktt_doi_tuong_use,ai nên dùng tài khoản trực tuyến,
34,tktt_doi_tuong_use,ai nên dùng tktt,
35,tktt_doi_tuong_use,ai nên dùng,
36,tktt_doi_tuong_use,ai thì phải dùng,
37,tktt_doi_tuong_use,ai bắt buộc phải dùng,
38,tktt_doi_tuong_use,ai dùng thì hợp lý nhất,
39,tktt_doi_tuong_use,ai dùng tktt thì hợp lý nhất,
40,tktt_doi_tuong_use,tài khoản trực tuyến thì phù hợp với người nào,
41,tktt_doi_tuong_use,phù hợp với ai,
42,tktt_doi_tuong_use,phù hợp với đối tượng nào,
43,tktt_doi_tuong_use,đối tượng phù hợp,
44,tktt_doi_tuong_use,ai được mở tài khoản trực tuyến,
45,tktt_doi_tuong_use,tôi có mở tài khoản trực tuyến được không,
46,tktt_doi_tuong_use,đối tượng,
47,tktt_doi_tuong_use,ai được mở,
48,tktt_doi_tuong_use,thuộc đối tượng,
49,tktt_doi_tuong_use,ai được mở tài khoản,
50,tktt_doi_tuong_use,đối tượng nào được mở tài khoản trực tuyến,
51,tktt_doi_tuong_use,cho tôi biết đối tượng được mở,
52,tktt_doi_tuong_use,cho tôi thông tin đối tượng đc mở tài khoản,
53,tktt_doi_tuong_use,những ai có thể mở tài khoản trực tuyến,
54,tktt_doi_tuong_use,những người nào có thể mở tài khoản trực tuyến,
55,tktt_doi_tuong_use,Như nào thì đủ điều kiện mở tài khoản,
56,tktt_doi_tuong_use,đối tượng nào,
57,tktt_doi_tuong_use,đối tượng mở tài khoản trực tuyến,
58,tktt_doi_tuong_use,tôi đang dùng ngân hàng acb thì có mở tài khoản trực tuyến được không,
59,tktt_doi_tuong_use,tôi đã có thẻ acb thì có mở tài khoản được không,
60,tktt_doi_tuong_use,đối tượng nào được sử dụng tktt,
31,tktt_gioi_thieu,Bạn có thể giới thiệu cho mình về tài khoản trực tuyến không?,
32,tktt_gioi_thieu,Tài khoản trực tuyến là gì vậy?,
33,tktt_gioi_thieu,giải thích cho tôi tài khoản trực tuyến là gì,
34,tktt_gioi_thieu,tài khoản trực tuyến,
35,tktt_gioi_thieu,tài khoản trực tuyến là gì,
36,tktt_gioi_thieu,các thông tin về tài khaorn trực tuyến,
37,tktt_gioi_thieu,tôi tìm hiểu thông tin về tài khoản trực tuyến,
